"name","age","dni","source","tags","phone","external_id"
"Calypso Diena","50","20063834913","Google forms","contactcenter_region2","+54 3 67-7430 80037","25067"
"Alyse Blanding","83","16661803338","facebook leads","call_again15|least_interested22","6 35 9579-4421","67933"
" B. Wiedmann","89","25453054342","facebook leads","source_dependant17","5 87 7800 4313","76041"
"Letizia M. Keithley","75","29236255966","Email RESPONSE","on_consideration15|techsource_2924|possible_buyer30","5 14 5301 5416","94361"
"Quintina P. Brittaney","33","87268759912","google Forms","special7","+54 6 87 8996 6710","33259"
"Emmye B. Malory","92","97918051666","facebok Leads","form_ui34418|treaty","7 39-7111 6001","88337"
"Joyan F. Dannon","13","88914258206","Facebook Leads","call_again|least_interested","+54 2 33 5265 14183","16277"
"Wynne M. Willin","105","22226044714","facebook leads","case1","8 62-9123-9174","36186"
"Minna B. Beauregard","84","39104001401","google Forms","remove_of_source21","+54 7 88 4107-2305","34045"
"Tove E. Twila","59","56355629510","Email response","limit29|contactcenter_region4|client_only","1-33 7031-3430","40814"
"Christa A. Ober","13","98313715644","manual-registration","apply_0_cases|client_only|apply_0_cases","4 23 3169 1118","88683"
"Roxanna Kathryne","28","85571897252","Email RESPONSE","most_interested30|case122|never_call","3-61 9809-9019","72111"
"Celestia Pren","122","48512975861","Email RESPONSE","case1|contactondemand|apply_0_cases","6-74 3175 7973","84145"
"Delia Stanislaw","84","59186824951","Google forms","remove_of_source17|treaty|contactcenter_region3","+54 3 95-8295-2472","33031"
"Cal L. Donella","13","88914258206","facebook leads","actionable18|least_interested26|contactcenter_region4","+54 2 33 5265 14183","61220"
"Randy D. Belayneh","107","85248390053","Email RESPONSE","any_applicant","5 64 2914 5469","94528"
"Kelsi Silver","9","97216392342","MANUAL REGistration","contactcenter_region17","7 84 5256 6376","79255"
"Diane Marketa","40","70909994667","facebook leads","rangeof_action","+54 1 74 5946 7909","31490"
"Aura Tavie","4","95925368010","Facebook Leads","contactondemand21|case1","7 91 4431 1755","73263"
"Sada Norvun","101","78715406250","Email response","form_ui344","4 94-5673 5566","70523"
"Cornelle H. Orford","15","67659914460","Manual registration","treaty","7 38 5943 2137","98984"
"Bobbee Matazzoni","94","26074708475","Google forms","never_call9|contactcenter_region45","+54 9 14 9487 9550","36205"
"Timmie Woodhouse","13","33919738069","google Forms","contactcenter_region1|rangeof_action","+54 5 93 8597-7471","39535"
"Sydney Krock","82","53876886950","google form","actionable|contactcenter_region1|contactcenter_region3","1-67 3633 1050","70251"
"Josefina Kadner","39","59525139257","Email RESPONSE","form_ui3441|limit","+54 5 96 4969 6118","27842"
"Thekla Gorges","87","99422000523","manual-registration","limit","7-68-4336-4481","96268"
"Lulita S. Stanleigh","28","74799825630","Manual registration","apply_0_cases9|apply_0_cases15|rangeof_action","+54 8 22 5508-6912","64040"
"Clea Thom","48","27957008471","Google forms","least_interested|source_dependant|contactcenter_region4","1 31-6015-7507","29338"
"Damaris Rush","97","50360745290","Manual registration","form_ui344|most_interested21","8-23 5015 3849","70987"
"Philly Marienthal","31","47524829273","Manual registration","case14|on_consideration4|limit","9 92 3276 9302","67099"
"Lida Brogle","4","95017082764","google Forms","actionpending","8 69 1277-8861","40888"
"Glenda Ran","122","40131439484","google Forms","case1|call_again","7-70-9626-2093","32763"
"Larissa Junius","113","84911517827","facebook leads","most_interested|treaty","2 86 8486 6974","77796"
"Bari A. Davenport","122","47011741246","Email response","actionpending","+54 9 76 5260 2369","24394"
"Carmel R. Pickford","21","79804995698","manual-registration","source_dependant|least_interested|contactcenter_region1","1 12-5709 1934","36039"
"Almeria Fiora","78","74032962118","Google forms","remove_of_source3","2 93-6228 5872","58717"
"Brianne J. Fortin","122","50059756398","Facebook Leads","never_call|source_dependant16","+54 2 35 6514-6331","77603"
"Ranique Rothenberg","50","63463323066","MANUAL REGistration","treaty|contactcenter_region2","6 68 3514-8226","92771"
"Salome M. Umont","122","31032273074","facebok Leads","case16|limit|form_ui344","3-40 3523 2822","74653"
"Julia R. Skeie","20","43869095827","facebook leads","remove_of_source|contactcenter_region1","7 22-9300 1633","55969"
"Bertie Robert","47","16409600081","Manual registration","special|special|source_dependant","9 16 5555 6449","80834"
"Jacinthe Sigfrid","81","98873498261","google Forms","possible_buyer","8-91 6906 5997","55376"
"Morgan C. Drais","62","70702481465","Facebook Leads","possible_buyer|actionpending","5 61-4669 2539","38384"
"Maurene F. Bonns","91","89591811767","MANUAL REGistration","rangeof_action","+54 4 39 2024-9135","22312"
"Cherida Janey","37","97257811136","google Forms","least_interested20|possible_buyer|most_interested","2-21 7197 4947","75078"
"Koo C. Isia","88","46135083178","MANUAL REGistration","least_interested","4 42 6105 3529","45653"
"Emmeline C. Undine","65","13639880892","Email RESPONSE","actionable","3 66 7952 2507","51359"
"Jessy R. Angele","72","17876350133","Email RESPONSE","most_interested11|actionpending","1-87-3823 9692","72038"
"Gavrielle K. Massie","121","96511198459","MANUAL REGistration","on_consideration","+54 6 82-8631 1835","63166"
"Beverley Bilbe","92","91240433768","MANUAL REGistration","never_call","1-30 4700 4447","21486"
"Bennie Fawcett","98","34941644371","google Forms","client_only|contactcenter_region1|contactcenter_region1","1 52-7911 9620","26349"
"Jordan Z. Bicknell","36","25268299695","Google forms","remove_of_source|client_only12|most_interested","2 51 2826 8688","71730"
"Anastassia Lilac","19","46536750382","Email RESPONSE","contactondemand|contactcenter_region4|actionable","+54 4 15 7973 6766","50195"
"Hendrika J. Remy","68","53037777267","Manual registration","actionpending","9 62 1267 5347","90148"
"Katha Boar","64","16941220285","Facebook Leads","contactcenter_region2","8 58 7453 9898","31133"
"Davida Allwein","103","26676962089","Email response","call_again","3 81 3559 3910","29390"
"Natala Ruddy","113","24183383621","facebook leads","possible_buyer|call_again13|remove_of_source","5-90 7328-3306","74603"
"Minette Ocker","25","90092330622","google Forms","contactondemand","8 65 4315 4569","30667"
"Jacqueline Plusch","5","40750317860","Email RESPONSE","most_interested","9-77-8363 5765","38203"
"Rosalie C. O'Carroll","29","37858408080","Manual registration","special","5 56-3513-1134","52723"
"Stefania D. Hackney","14","93225554459","google Forms","contactondemand","5-82 2251 3932","32908"
"Philippe Vivi","29","43255948352","google Forms","never_call30","+54 8 66 1113 7790","93901"
" U. Lalitta","50","26581072110","Facebook Leads","limit|least_interested14|form_ui344","+54 9 60 2814 5097","52083"
"Kaylyn S. Champagne","40","59233093723","manual-registration","remove_of_source|actionable10|limit","1 74 4629-6425","37601"
"Wendy H. Merrill","99","66445524695","Email RESPONSE","on_consideration|contactcenter_region3|form_ui3442","8 13-6691 6903","74765"
"Brittany Arundel","11","14630756288","facebook leads","treaty24|most_interested|apply_0_cases","3-85 1959 1259","24499"
"Bambi Piers","89","30664951025","Email RESPONSE","rangeof_action3|call_again|limit","8-87 2645 1046","45747"
"Jehanna Bourne","46","80468233286","google Forms","techsource_29","+54 9 48-5186-7911","19509"
"Cheslie D. Narine","18","82042459241","Google forms","never_call3|call_again","+54 3 12-7432 1952","77191"
"Maiga Dallas","69","64801249175","google Forms","any_applicant|contactcenter_region117|remove_of_source","2-27 4912-8578","12298"
"Doreen Peer","38","60994983133","Email RESPONSE","possible_buyer7|any_applicant5|case120","4 67-8221 7709","32747"
"Martha E.","41","62381271403","Email RESPONSE","contactcenter_region3|most_interested|actionable","+54 3 63 5827 1301","93423"
"Cara Munt","43","18284405737","Facebook Leads","least_interested","2 69 1579 4686","99122"
"Olga Rabassa","58","80257811607","Email response","limit12|actionable8|special","+54 5 68 8500 7158","73861"
"Antonia A. Maxima","43","35943811657","Facebook Leads","treaty|source_dependant|source_dependant","5 37 6835 7672","32473"
"Lizette B. Hanus","26","62425552829","facebook leads","call_again","+54 7 26 2669 5308","22835"
"Ianthe Lacagnia","77","63802542477","Facebook Leads","any_applicant|contactcenter_region3","1-83 2892 8497","16106"
"Robenia Merriam","68","5933179675289","Email response","contactcenter_region1|source_dependant|actionpending","4-17-4091-7250","31121"
"Hedwig Melborn","58","46310362223","Facebook Leads","form_ui344","4 47 5919 9730","61625"
"Oona Stout","99","74355346849","Email response","treaty|contactcenter_region3|any_applicant","8 95 8190 93909","11395"
"Corrina Normand","97","2456569176120","Google forms","contactcenter_region221|most_interested2","+54 7-60-3933 3291","11422"
"Krissy Emalee","80","9790485953741","Google forms","case1|actionable|client_only","+54 3 34 7280-8827","98776"
"Teena Roch","91","60452044018","Facebook Leads","source_dependant|special|contactondemand","3 12-5013 5595","69877"
" Lodovico","27","73119353237","google Forms","contactondemand|least_interested","+54 1 11 8201 3461","93423"
"Ardeen S. Lietman","58","71318570812","MANUAL REGistration","client_only17|contactcenter_region423","6 46 8024 4065","36705"
"Loralyn Wahl","4","84403756361","Manual registration","most_interested|most_interested","4-30 1574 6268","31638"
"Fredelia T. Joete","13","88914258206","Email response","call_again6|contactondemand|contactondemand","+54 2 33 5265 14183","46388"
"Korrie Hegarty","36","32585223739","facebok Leads","limit","5 31-1131 2030","45943"
"Kassey W. LeMay","55","15846518906","Google forms","case123|case1|treaty","+54 2 58 6397 5225","89337"
"Geraldine Fredrika","20","94298764946","MANUAL REGistration","possible_buyer","2 46-9070-1137","46757"
"Maitilde Pirbhai","105","15425026364","Email RESPONSE","never_call|never_call","7-18-2497 4615","89286"
"Marietta Tarrance","20","80574183933","Google forms","least_interested29","+54 9 20-4461 9920","16454"
"Libbey H. Hiett","100","39737885826","Facebook Leads","most_interested|techsource_29|contactcenter_region2","6-32 4359-1961","19954"
"Jennifer Dallon","68","77718293548","Email RESPONSE","on_consideration|never_call15","1 82 3050 4612","89944"
"Maudie Etana","77","26926819495","Google forms","client_only|limit","+54 3-53 8561-7913","58651"
"Myrna Ongun","38","24221936207","Email RESPONSE","limit","6-93 3567 4648","27526"
"Missie C. Serica","101","41149367897","MANUAL REGistration","source_dependant","5 20 7159 5143","56990"
"Juli D. Joung","29","18541027613","Google forms","source_dependant","1 33 1103-9149","29059"
"Lizzy B. Udella","50","14159877321","facebok Leads","form_ui344|any_applicant4","3-56 6808 4031","37246"
"Bryna Camila","25","15127797304","Google forms","actionpending|contactcenter_region2","3 68 2959 9271","80899"
"Latisha M. Carol","17","43363856778","google Forms","case1|form_ui344","2 55 2885 3298","36705"
"Sandy Dustan","104","90484812735","Google forms","actionable4|rangeof_action13|actionpending","5 67 9795 99426","77076"
"Andriette Una","29","89430542239","MANUAL REGistration","client_only|form_ui344","3 65-2956 8743","48749"
"Opaline Tempa","41","79559143908","Email response","any_applicant","7 34 8728 5924","54285"
"Delphine G. Fairfax","60","25569833068","Email RESPONSE","rangeof_action3|most_interested5","+54 2 67 2858 7657","73007"
"Myrlene Heilner","107","7009066039631","MANUAL REGistration","actionpending","+54 7 94 1779 3913","31857"
"Vallie Custer","123","75375454679","Google forms","any_applicant","+54 8 66 7942 2128","13707"
"Talia Q. Thomsen","90","26243186796","facebook leads","on_consideration|contactondemand","5 73-1485 8503","54760"
"Waneta Jackie","55","89902320954","MANUAL REGistration","actionable|remove_of_source|contactcenter_region317","5 38 6474 2083","52416"
"Gerri Philip","13","88914258206","MANUAL REGistration","contactcenter_region3","+54 2 33 5265 14183","19114"
"Legra Shifra","77","19264066527","Email response","contactcenter_region2","8 11 9874 3798","19829"
"Mirabella A. Hausner","54","52570441685","Facebook Leads","limit22|remove_of_source10","7 57 4169 5000","74454"
"Ginnifer N. Gerrit","38","20029673977","Email response","techsource_29|special|special","9 55-9822 7777","27376"
"Fran H. Otis","108","96559502487","facebook leads","form_ui344","8 58 9764-2355","18294"
"Sylvia G. Gavrila","66","55044352561","MANUAL REGistration","contactondemand|source_dependant","+54 5 39 7075 6747","36690"
"Marcile R. Charleton","91","25217766451","Email RESPONSE","least_interested|contactcenter_region46","+54 3 60 8953 3163","38434"
"Dolly R. Lianne","5","13985191355","facebook leads","least_interested2|special","1 45 9508 5091","26700"
"Sonnie","65","16193696144","Email response","any_applicant","4-20 9946 59977","99437"
" D. Yuria","27","13563114315","Email response","source_dependant|any_applicant","+54 9 23-4434 5382","95052"
"Anstice D. Janetta","105","3158519770","Email RESPONSE","contactcenter_region4","8 99 8425 4535","86866"
"Keriann H. LeDoux","108","23877861283","Google forms","any_applicant4","+54 9 12 5493 1052","28559"
"Marcellina Artimas","46","89102160655","google Forms","never_call","1-70-4571-1783","39870"
" G. Shanahan","46","52302541355","facebook leads","techsource_29|special|actionable","8 72-3192 3916","14015"
"Merola Premer","61","57081120525","Manual registration","actionpending","2 92 2781 2279","17116"
"Flossi W. Chapman","13","36920454375","Google forms","actionpending18|remove_of_source|special","+54 9 69 4435 9968","72217"
"Ray S. Ashbaugh","9","41041477149","Google forms","client_only|on_consideration15","5 40-2127 7845","39274"
"Cate Fogel","55","66771241354","facebok Leads","case1","1 19 2574 1404","47215"
"Nessa Goodman","7","47121636945","Google forms","client_only|rangeof_action|on_consideration","6 92 5534-9467","35877"
"Una Margarethe","37","11680804611","facebook leads","on_consideration24","5 51-4143 6406","62898"
"Keeley Rocher","75","6865605077","Email RESPONSE","source_dependant|actionpending","3 64 6071 3467","68734"
"Kaia Vivl","23","46443383254","Google forms","techsource_29|contactcenter_region411","8 32 6469-9906","45507"
"Kania C. Macomber","13","88914258206","Google forms","never_call|rangeof_action","+54 2 33 5265 14183","26987"
"Laurene A. Ban","44","23936602564","google Forms","contactcenter_region11|contactcenter_region4|contactcenter_region4","3 89 3271 1312","17046"
"Anna-Maria Coulson","116","48000898205","Email response","possible_buyer|limit16|call_again","+54 3 10 3140 6852","17855"
"Janeva L. Schilt","68","99545070840","Email RESPONSE","possible_buyer13|contactcenter_region2","7 49 4028 9158","79396"
"Elisa E. Bach","124","15265222210","google Forms","source_dependant","+54 9-41 3927 8806","74070"
"Raeann B. Nava","70","20292830704","MANUAL REGistration","never_call|never_call","4 83 2316 4137","19140"
"Annissa Tillfourd","77","85433024352","facebok Leads","rangeof_action","3 17 9476 9008","87830"
"Tilda Levina","44","23936602564","Email response","treaty","3 89 3271 1312","85298"
"Ardra Olen","73","55885432947","Manual registration","contactondemand","4 23 8395 6070","41433"
"Deedee Martsen","86","97235221827","facebok Leads","contactcenter_region3","8-80 6140 7757","52416"
"Tate Kenay","42","88147695059","Manual registration","case121","2-10 5456 1427","40516"
"Debor Azaleah","85","9065887368","Email response","any_applicant15|limit","4 43 4569 5566","81074"
"Hynda L. Him","81","41381461122","Email RESPONSE","possible_buyer1|contactondemand|on_consideration","1 19-1942 4476","73389"
"Jacinthe C. Hedi","72","50598929292","Facebook Leads","treaty|contactondemand|contactcenter_region4","4-82 2589 1277","53084"
"Rozella Bessy","35","16743814542","facebook leads","rangeof_action","4-23 3467 5050","46771"
"Grier Asteria","56","90189576087","Email responce","actionpending7","8 37 2157 2159","92098"
"Gayleen Romonda","122","55241290759","Facebook Leads","never_call|apply_0_cases3","+54 2-76-8002 8135","32192"
"Lexis A. Fulcher","108","67038158593","Email response","least_interested","3 88 4785 8406","53331"
"Yoko Adala","87","77984013388","facebok Leads","contactcenter_region1|contactcenter_region124","7-57 3419 7972","30901"
"Brandea Ranchod","78","29907748809","Email response","contactcenter_region2|rangeof_action","8 42 4182 2989","39211"
"Ashia W. Tressia","40","64350176467","Email RESPONSE","contactondemand|apply_0_cases27|contactcenter_region4","9-31 7599 8495","33037"
"Judie Niven","23","68996314784","google Forms","limit","2 56 5906 7259","82669"
"Saloma Taub","113","75835057838","Email response","any_applicant","+54 5-35 5736 1497","52383"
"Amil K. Jenkins","46","72292374974","Google forms","any_applicant|special3|any_applicant15","2 39 2865-3778","62768"
"Glenda B. Tate","46","84501040228","Email response","special|on_consideration|techsource_29","1 71 4075 2240","57889"
"Viki A. Emanuela","96","15218133397","Email RESPONSE","contactcenter_region3","1 48 8819-10955","63265"
"Edythe R. Kiona","8","85015910240","Manual registration","treaty|contactondemand14","5 78 3197 5405","11352"
"Gabrielle A. Birkle","119","90802710373","MANUAL REGistration","rangeof_action5","+54 2-83 3042 9587","70592"
"Margeaux Micky","80","39443250510","Email RESPONSE","call_again","5 59 2075 4020","56868"
"Gwenny B. Genesa","88","80920295964","Facebook Leads","possible_buyer","+54 4 72-2339 8555","71272"
"Blaire Katerine","78","63429267899","Email RESPONSE","apply_0_cases","2 91 6354 2392","46943"
"Anestassia Yumuk","117","96644392108","facebook leads","remove_of_source|on_consideration24|contactcenter_region1","3 47-2484 9980","80960"
"Donna L. Hippel","99","93284756436","Manual registration","contactondemand|treaty15|call_again","1 89 2956 7087","75868"
"Carolina H. Rumpf","96","97772692986","Email response","call_again|techsource_29","5 42-7140 1387","91202"
"Martynne H. Sigrid","110","39634067703","google Forms","treaty|apply_0_cases|remove_of_source","+54 8-55 8073 8671","55410"
"Pia S. Doane","23","68996314784","google form","treaty|contactcenter_region2","2 56 5906 7259","88407"
"Jackquelin F. Julee","92","49040301477","Google forms","any_applicant|possible_buyer|on_consideration","6 27-8991 9493","74160"
"Analise R. Elenore","23","68996314784","Google forms","contactcenter_region2|actionpending27","2 56 5906 7259","12127"
"Gunilla Suzy","15","11691651286","Email response","form_ui34418|never_call23","+54 4 68 7604-3148","74869"
"Bell C. Blodgett","16","90625988313","Google forms","most_interested|form_ui344|remove_of_source","2 16 3196 3170","87915"
"Alexandrina E. Ribaudo","119","98656844420","Email response","source_dependant|on_consideration5|apply_0_cases","+54 8-76-2715 1863","40516"
"Binni Medor","109","55109151198","Email response","client_only|possible_buyer12","7-50 4649 5838","12244"
"Sarena Bullough","108","61738381622","facebok Leads","any_applicant|any_applicant|remove_of_source23","6 24 3296 1098","12244"
"Becka Rocco","68","39507235214","Email RESPONSE","techsource_2922|rangeof_action|on_consideration1","3 34 2956 2795","27030"
"May R. Streeter","118","65840178632","Email response","any_applicant","+54 4 12 5169-6248","16545"
"Meredith S. Richter","63","41898296399","Email response","never_call|special","4 57 7903 6520","50966"
"Fern Nicolina","38","22432362568","Manual registration","client_only|form_ui344","2 42 1887 4172","85569"
"Gabriel","97","40868411694","Manual registration","any_applicant","+54 6 91 5062 7088","29031"
"Engracia Jeni","38","2655644547908","Email response","special|contactcenter_region4","2 67 3741 9106","74081"
"Rikki D. Eckhardt","84","46394604657","Email RESPONSE","possible_buyer","6 46 2668 5271","68964"
"Ellie Wendel","7","85022324464","Manual registration","contactondemand|case1","8 30 2899-1868","41289"
"Shirline A. Zeba","36","1725011982897","Facebook Leads","call_again12","9 62 4219 1044","45596"
"Wrennie G. Swec","87","40524438937","google form","most_interested|source_dependant","+54 9-41 1117 3739","28166"
"Ivonne Zakarias","15","46213521507","MANUAL REGistration","contactcenter_region1","4 14 5531-2116","94232"
"Darbie Hourigan","14","84459547179","Email responce","apply_0_cases","+54 2-51 8617 2796","85569"
"Rennie Ishmul","89","18895148610","facebook leads","actionpending|contactcenter_region217","4 33-2507 6032","76731"
"Faustine T. Conlee","26","73935308305","Facebook Leads","actionpending","1 77 2053 57802","47205"
"Jilly","103","62723629720","Facebook Leads","client_only30|on_consideration|on_consideration","+54 8 79 9139 4996","32085"
"Juliet Ogilvy","50","86829147361","facebok Leads","most_interested","3 83-8624 1446","68060"
"Charis A. Barthold","3","43377699118","Facebook Leads","possible_buyer21","+54 8-36 8839 1551","22868"
"Lenora Courtund","124","77469108248","MANUAL REGistration","contactcenter_region2|client_only","8-40 3213 6957","82527"
"Jaymee Sorilda","105","29556183977","MANUAL REGistration","never_call|least_interested","2 47 2096 4375","34818"
"Editha","106","1008521066728","facebook leads","apply_0_cases|most_interested","8 28 9530-7628","65907"
"Leona Reese","54","85038404792","Email RESPONSE","special|special|contactcenter_region3","4 93 5417 6431","60925"
"Dulcy T. Estey","30","25022633753","Google forms","case1|actionable29","3 37-2134 4901","85569"
"Nora Biddick","24","59436043267","facebook leads","limit12","+54 5 40 6379 3210","78289"
"Marilee McKenna","92","89792986864","Facebook Leads","least_interested|contactcenter_region3","5 57 2836-7769","47536"
"Corine L. Ulysses","17","12310094628","google Forms","on_consideration|contactondemand","+54 4 38 4013-8401","16958"
"Paola Braeunig","69","13609669201","Google forms","source_dependant|contactcenter_region1","1 58 2246 8808","63827"
"Eddi Hal","122","81278810813","MANUAL REGistration","contactcenter_region4|remove_of_source","2 71 4173 9210","96394"
"Reeva Konstantin","4","51643977630","Manual registration","call_again|source_dependant|case1","2 57 3276-1962","84348"
"Melinde Northey","62","96014698734","Email response","apply_0_cases5|contactcenter_region314","+54 3 44 5200 8016","14803"
"Jessika H. Bryce","82","51447395585","Email RESPONSE","on_consideration9|special","2-80-7334 6335","41461"
"Floris G. Blumenthal","37","14210419323","Facebook Leads","actionpending|actionable|source_dependant","2 58 8093 7620","13688"
"Yetty W. Glovsky","88","83169466739","Email RESPONSE","actionpending","2 88 1625 5493","82556"
"Nicholle B. Grey","3","6512506985320","MANUAL REGistration","on_consideration20|actionpending|techsource_2927","9 43 8552-1968","50280"
"Lesly A. Hepzi","109","42824440484","Facebook Leads","contactcenter_region2|form_ui3446","+54 6 91 8629 4583","61400"
"Ulrike C. Tonl","45","16390018981","google Forms","possible_buyer13","1 35 9161-2865","22106"
"Zara A. Ambrosia","84","54093137748","facebok Leads","never_call|form_ui344|actionpending","3 96 9301 1269","20696"
"Beilul B. Hut","60","15089193397","Email response","contactondemand|contactcenter_region420","+54 4 20 9799 2124","92648"
"Heddie Baskett","115","32007525265","google Forms","actionpending13|client_only|actionpending","7 66 1720-7491","78276"
"Serene Ola","90","3950250841777","Facebook Leads","apply_0_cases|any_applicant","9 12 6782-5702","65736"
"Guinevere","92","72234454129","facebook leads","special13|apply_0_cases|case1","2 16 8722-4992","56272"
"Geralda Vivienne","81","40964867969","MANUAL REGistration","any_applicant|least_interested","+54 1 12 6563 5266","53715"
"Gennie","93","49883589668","facebok Leads","source_dependant4|apply_0_cases|any_applicant","1 79 2940-6396","85927"
"Jena","35","36154614996","Manual registration","client_only|form_ui344","8 81 2014 4559","16958"
"Heidi Baalbeer","23","68996314784","MANUAL REGistration","form_ui344","2 56 5906 7259","44112"
"Birgitta P. Body","13","21292115313","facebook leads","rangeof_action|contactcenter_region2","5 99 4653-4876","29636"
"Rowena Ondine","12","59019680551","Email response","call_again30","3 53 1418-6026","45435"
"Aura F. Kati","13","44743682923","Email RESPONSE","call_again|actionable|contactondemand","+54 7 62-3146 5694","38628"
"Agatha Gordan","52","99208455729","Manual registration","contactcenter_region21|any_applicant","5-30-8590 7302","49556"
"Quinta Belia","48","76236419202","facebook leads","contactcenter_region3|form_ui344|actionpending","9 22 2505 2189","44112"
"Lisha Meneau","92","71881686356","MANUAL REGistration","apply_0_cases|contactcenter_region229|on_consideration","1 91 5564 2219","66722"
"Laureen H. Webber","94","54452408222","facebook leads","rangeof_action|limit","1 50-9246 7955","46168"
"Brenda Jerz","23","68996314784","facebook leads","treaty12","2 56 5906 7259","31035"
"Kellen S. Montana","114","36316792515","Email RESPONSE","actionpending|least_interested","4 48 4787 2785","10329"
"Natalina Aholla","76","62843443410","Email RESPONSE","limit","8 31 1733 8827","68210"
"Mahala Steffy","81","16848452087","facebok Leads","actionable|contactcenter_region111","2 17 7227 6443","53017"
"Cate C. Tchao","41","17928129908","Google forms","contactcenter_region1|rangeof_action|least_interested","+54 9 75 8573 8653","64376"
"Fey Burt","79","52331607424","MANUAL REGistration","source_dependant|on_consideration|apply_0_cases12","6-58 3701 3132","32326"
"Giulia A. Ruggiero","92","79317657971","Email RESPONSE","actionable10","3-88 7705-6537","60351"
"Liliane T. Seka","77","30654697373","Manual registration","source_dependant|contactcenter_region4|contactondemand","6-25 4039 7040","52238"
"Ondrea Ettinger","41","17928129908","Facebook Leads","contactcenter_region2|most_interested26","+54 9 75 8573 8653","97892"
"Yvette Kandy","22","67360337527","facebook leads","most_interested10|possible_buyer30|least_interested","+54 1 66 5563-79687","15705"
"Kippy C. Main","64","54698553551","Google forms","contactcenter_region27|most_interested|apply_0_cases11","+54 9 36-5029 1349","13741"
"Jasmin Kosse","120","41518132983","Email RESPONSE","rangeof_action|rangeof_action26","+54 9 46 7672 4777","55205"
"Carole Maletta","97","22658268220","google Forms","client_only24|contactcenter_region4|actionable23","+54 6 86 4551 8541","30559"
"Cosetta B. Orban","19","72164143938","facebook leads","any_applicant|limit","5 37-2826-5535","26926"
"Annabela Bradstreet","5","18784604010","Facebook Leads","contactcenter_region1","+54 7-36 9409 7644","65334"
"Genvieve N. Guarino","24","54091032222","facebook leads","apply_0_cases|actionpending10|contactcenter_region17","1 68-1629 8150","41514"
"Jsandye Saeger","0","82744152134","facebook leads","techsource_29","4 98-6346 9797","55264"
"Tobe Irvine","67","56010177371","Email RESPONSE","on_consideration","6-83 1760 1038","68753"
"Therese Hendry","61","55883913879","Manual registration","contactcenter_region49|form_ui344","+54 6-96 4917 9789","83265"
"Klara K. Oringas","18","76583551400","Facebook Leads","most_interested24","7 29 6422 6014","42914"
"Valerye Davide","19","72164143938","Manual registration","never_call|source_dependant","5 37-2826-5535","51759"
"Anica Bello","91","98468994522","Facebook Leads","techsource_292|apply_0_cases","4 49 2625-9960","81923"
"Aurora N. Devona","117","87936917207","MANUAL REGistration","apply_0_cases|actionpending4|contactcenter_region428","+54 4-52 8088 1151","86623"
"Elset Masera","12","4095533783358","Email RESPONSE","contactcenter_region1","8 64 2628 1199","98992"
"Jillane I. Atalante","19","72164143938","Facebook Leads","any_applicant|treaty","5 37-2826-5535","61883"
"Jo Cyrus","61","56461383952","Email response","actionable1|actionable","+54 2 87-4673 3667","71371"
"Clarissa B. Olly","112","48886118092","Email response","contactcenter_region2","8 20-6989 3039","86479"
"Johnette Rezzani","102","6935346620511","Facebook Leads","any_applicant","3-67 2588 9830","79669"
"Cleo C. Micro","6","62899488906","Manual registration","any_applicant23","6 46 8901 5517","46168"
"Livia Golda","114","79183642155","facebook leads","on_consideration|source_dependant25","2 25-8958 6048","29616"
"Betteanne Zebapda","101","61002367180","facebook leads","rangeof_action|contactcenter_region111|treaty","4 93 5931 8516","22761"
"Leese P. Ponton","10","75764152426","facebook leads","never_call|special|actionpending","+54 8-67 6359-6658","88812"
"Britte M. Colan","85","80061966466","Email RESPONSE","limit","+54 9 73 8306 1101","99785"
"Adriane B. Verger","8","21009410929","Email RESPONSE","possible_buyer","9 49 6261 2204","73613"
"Merry H. Merrill","32","83374943347","MANUAL REGistration","special|remove_of_source|possible_buyer15","4 21 5263 7371","39946"
"Del Wilhide","1","65482875476","Manual registration","actionpending|contactondemand11","1 67 4488-9060","75857"
"Ida Pharaoh","25","39679815293","facebook leads","contactcenter_region2|possible_buyer","3 42-6913 8144","53069"
"Willamina Abrahan","123","67171350884","Google forms","form_ui34419|on_consideration19|special16","5 53 2646-4466","29796"
"Christin E. Hillery","15","92380359970","google Forms","least_interested|client_only","2 45 4548 2420","26428"
"Christian Leod","9","50439403795","Google forms","rangeof_action|contactcenter_region3","2 88 2185 8482","55636"
"Carmen Lisabet","107","94992142196","Email RESPONSE","contactcenter_region4|source_dependant30","5 53 2267 3206","24066"
"Dasi C. Fu","103","66988513396","google form","client_only|treaty14","1 52 5356-7553","77850"
"Bonnee C. Anet","63","52479025054","Facebook Leads","on_consideration","7 32 1476 97949","20748"
"Anabal Olympias","8","92035779201","Facebook Leads","on_consideration|never_call12|actionpending","+54 4 90 5439 1796","26822"
"Tatiana Kory","59","69372806539","Email RESPONSE","on_consideration18","4-39 5044-3495","56124"
"Aleece Plumbo","87","37123316980","Facebook Leads","techsource_29","+54 6-19 4959 1040","60438"
"Nicoli Zipah","85","78209846722","Email RESPONSE","client_only|contactcenter_region4|contactcenter_region3","4 25 7628 9785","11734"
"Alexandra Kimbra","120","91478189673","Manual registration","never_call","7 80 1859-4782","26936"
"Cloris P. Maryellen","16","56821957719","Email RESPONSE","form_ui34410|most_interested19|rangeof_action1","3 50-9033-6933","45481"
